,Rating,Review title,Review
152,2,Very thin material and not durable.,Very thin material. Not durable. Local market have better quality and price 50% lesser. Not satisfied. They should use more thick material cause in picture looks different than the actual product.
153,3,Not good,As per brand it's not good.Go for gear than american.i bought many of American bag but returned all .not satisfied as spent money.so Don't go for it
154,4,Front Zip is not closing bcoz of inner Cloth (R& D Team need to work on it),Worthy Product for 749rs but front Zip is not closing bcoz of inner Cloth (R& D Team need to work on it)
155,3,Used product recieved,Used product recieved with BigBazaar bill in the pocket
156,5,Touristers are awesome..,Bought it for my sister..she just loved it..I am also using an American tourister for the past 5+ years and it feels the same as new..by this bag should have a water resistant pouch..otherwise I loved it
157,5,Nice bag,Super bag for kids and college students also it has a front pocket for keeping certain types things the only drawback is that it doesn't not have a raincover it doesn't matter because it is waterproof
158,1,Spoof product and absolutely fake,"The product appears to be spoof of original one, I request Amazon to kindly look into the standards and qlty of its sellers and prevent counterfeit of goods in order to repeal the tarnished customer base and restablish trustThis has been happening quite frequentlyRegards"
159,1,Very poor quality,"Please don't buy this product.Material is very thin and poor quality, so it's not at all durable item.I have returned this item so, can't share any further review for this."
160,3,3 star,Bag looks weak and chain and material is not upto the mark.Due to some urgency can't return it . Otherwise not worth 949 rs. No laptop space . Though bag is spacious.
161,4,Excellent 👌👌👌,Excellent 👌 light weight......nice qualityAlmost all features r perfect.and value for money..I bought this item for 800.very nice to office purpose..all ok but laptop shelf is not available....
162,4,Provide Rain Cover Too,The Bag's quality is too good but only flaw is that it doesn't come with rain cover. Please Provide the rain Cover and It will blow the mind in this product range.
163,3,"Looks good, but the strap broke too soon.","Generally, American Tourister bags are pretty reliable and I have used many of them, but maybe I got a bad one from the bunch. Also, they gave a 1-year warranty, So waiting for them to replace the product.Will update the review after that"
164,3,This is light.,Light weight and sturdy. Size is also good.
165,1,Waste of money,"Waste of money, Quality is very low it will not able to take extra weight also"
166,5,This black colour is remove,Who are colour and poor quality live
167,1,"please give me an replacement for the bag, this is not acceptable from a brand.","I purchased American Tourister Bag last monthand within the month the bag is tored, it stiches have came out, I think it shouldn't happen with the branded bags because even local bags don't get tored with in 1 month, so please give me an replacement for the bag, this is not acceptable from a brand."
168,1,Material low,Not so durable
169,4,Stylish and comfortable grip,"Overall Looks good but design could have been more appealing.Bag is spacious which can easily hold stuffs for a small getaway trip.Also, I liked the separate bottle compartment given by American tourister. Looks cool."
170,2,Not up to mark,It is not as per price even after more than 50% discount... More over sticking was open so got returned
